   2.14237261       3.27529454       2.85155416       3.27529454       2.85155416       1.00000000    
   4.00725889       6.12909031       4.23018980       6.12909031       4.23018980       1.00000000    
   4.05706167       6.20612335       4.99638128       6.20612335       4.99638128       1.00000000    
   3.61902142       5.53331423       3.34073806       5.53331423       3.34073806       1.00000000    
   2.08136797       3.18181849       3.28291488       3.18181849       3.28291488       1.00000000    
   5.13953543       7.86124992       5.38735390       7.86124992       5.38735390       1.00000000    
   1.48794186       2.27412295       2.06371951       2.27412295       2.06371951       1.00000000    
   4.45695210       6.81827068       4.98931170       6.81827068       4.98931170       1.00000000    
   2.39474201       3.66096234       3.64330149       3.66096234       3.64330149       1.00000000    
   3.02477479       4.62689161       4.80122995       4.62689161       4.80122995       1.00000000    
   3.81575012       5.83668804       4.65732956       5.83668804       4.65732956       1.00000000    
   4.92582178       7.53560543       7.00985003       7.53560543       7.00985003       1.00000000    
   3.43260717       5.24989319       4.82989645       5.24989319       4.82989645       1.00000000    
   3.27666593       5.01068687       4.65435505       5.01068687       4.65435505       1.00000000    
   2.83185816       4.32963991       5.37048769       4.32963991       5.37048769       1.00000000    
   4.28721666       6.55631351       3.98440218       0.00000000       0.00000000       0.00000000    
   1.81613946       2.77885890       2.46657538       2.77885890       2.46657538       1.00000000    
   3.95883489       6.05368280       6.17314005       6.05368280       6.17314005       1.00000000    
   2.54292274       3.89066672       3.67474389       3.89066672       3.67474389       1.00000000    
   3.08773470       4.72096729       6.61610174       4.72096729       6.61610174       1.00000000    
   2.64038992       4.03707027       4.71498203       4.03707027       4.71498203       1.00000000    
   2.48425555       3.79830360       4.32269955       3.79830360       4.32269955       1.00000000    
   4.09894562       6.26778078       6.61867523       6.26778078       6.61867523       1.00000000    
   4.62016249       7.06702423       5.05875683       7.06702423       5.05875683       1.00000000    
   5.61154699       8.58420944       7.56987333       8.58420944       7.56987333       1.00000000    
   2.56820107       3.93090582       2.41895175       3.93090582       2.41895175       1.00000000    
   3.29679585       5.04119205       3.24487782       5.04119205       3.24487782       1.00000000    
   2.55295491       3.90406132       3.37112761       3.90406132       3.37112761       1.00000000    
   4.73993683       7.24939394       4.81700897       7.24939394       4.81700897       1.00000000    
   3.67204976       5.61485863       7.80125284       5.61485863       7.80125284       1.00000000    
   3.09690046       4.73595524       4.56769991       4.73595524       4.56769991       1.00000000    
   3.48592257       5.33187151       3.66437769       5.33187151       3.66437769       1.00000000    
   1.73977160       2.65919900       2.33369756       2.65919900       2.33369756       1.00000000    
   3.59006143       5.49168110       4.69473171       5.49168110       4.69473171       1.00000000    
   4.20681906       6.43402147       5.83227348       6.43402147       5.83227348       1.00000000    
   1.55126166       2.37364721       2.16053152       2.37364721       2.16053152       1.00000000    
   2.59046841       3.96277022       2.98200560       3.96277022       2.98200560       1.00000000    
   2.86275697       4.38013458       3.84779143       4.38013458       3.84779143       1.00000000    
   2.98720598       4.56907988       3.80051637       4.56907988       3.80051637       1.00000000    
   2.65899372       4.06590366       2.53165174       4.06590366       2.53165174       1.00000000    
   5.58976936       8.55052185       5.95479822       0.00000000       0.00000000       0.00000000    
   2.50551748       3.83282924       2.80573058       3.83282924       2.80573058       1.00000000    
   3.90600133       5.97609663       4.92373800       5.97609663       4.92373800       1.00000000    
   4.94937181       7.57104969       5.42278051       7.57104969       5.42278051       1.00000000    
   3.33674836       5.10180092       3.06968570       5.10180092       3.06968570       1.00000000    
   5.44222498       8.32568836       10.3072443       8.32568836       10.3072443       1.00000000    
   3.36434484       5.14410639       6.41194010       5.14410639       6.41194010       1.00000000    
   3.52344894       5.39078474       5.08654356       5.39078474       5.08654356       1.00000000    
   3.36229444       5.14394188       4.64405346       5.14394188       4.64405346       1.00000000    
   4.49331427       6.87376404       5.88669491       6.87376404       5.88669491       1.00000000    
   2.83569837       4.33522177       2.60705924       4.33522177       2.60705924       1.00000000    
   2.70278120       4.13807535       3.72951746       4.13807535       3.72951746       1.00000000    
   4.00630045       6.12877941       4.43813038       6.12877941       4.43813038       1.00000000    
   3.78173876       5.78333950       3.70758700       5.78333950       3.70758700       1.00000000    
   3.10759783       4.75226545       3.14311504       4.75226545       3.14311504       1.00000000    
   2.55412555       3.90612602       2.68855333       3.90612602       2.68855333       1.00000000    
   1.62347746       2.48627377       2.17624331       2.48627377       2.17624331       1.00000000    
   2.80339622       4.28801489       2.96655679       4.28801489       2.96655679       1.00000000    
   1.71526706       2.62279892       2.35451889       2.62279892       2.35451889       1.00000000    
   3.49646997       5.34854126       3.81710696       5.34854126       3.81710696       1.00000000    
   3.52832866       5.39418411       3.27911592       5.39418411       3.27911592       1.00000000    
   4.50769329       6.89468622       5.89010000       6.89468622       5.89010000       1.00000000    
   3.81410336       5.83264065       7.08941174       5.83264065       7.08941174       1.00000000    
   4.91054106       7.51065922       8.11257362       7.51065922       8.11257362       1.00000000    
   3.22974920       4.94044161       5.38920259       4.94044161       5.38920259       1.00000000    
   4.05163240       6.19380093       7.78112650       6.19380093       7.78112650       1.00000000    
   2.72515225       4.16530895       8.07931328       4.16530895       8.07931328       1.00000000    
   4.77536440       7.30264044       7.77746630       7.30264044       7.77746630       1.00000000    
   1.69883883       2.59875751       3.50492859       2.59875751       3.50492859       1.00000000    
   3.14044142       4.80569458       5.62803078       4.80569458       5.62803078       1.00000000    
   1.55070627       2.36833119       3.75746608       2.36833119       3.75746608       1.00000000    
   1.21577549       1.85909283       2.41704869       1.85909283       2.41704869       1.00000000    
   1.43316019       2.19418836       3.93725324       2.19418836       3.93725324       1.00000000    
   4.04717684       6.18869829       7.62611008       6.18869829       7.62611008       1.00000000    
   2.84230995       4.34708977       5.55138636       4.34708977       5.55138636       1.00000000    
   2.65711284       4.06555796       5.29305363       4.06555796       5.29305363       1.00000000    
   1.98857558       3.03876019       4.58197165       3.03876019       4.58197165       1.00000000    
   4.17403269       6.38198137       7.69123411       6.38198137       7.69123411       1.00000000    
   3.58602524       5.48312426       6.57624292       5.48312426       6.57624292       1.00000000    
   2.20368290       3.37101817       5.11651468       3.37101817       5.11651468       1.00000000    
   2.30850530       3.52742481       5.15291357       3.52742481       5.15291357       1.00000000    
   1.67488360       2.56106973       5.01462173       2.56106973       5.01462173       1.00000000    
   3.33997440       5.10945415       6.26284361       5.10945415       6.26284361       1.00000000    
   1.01458478       1.54996753       2.27485371       1.54996753       2.27485371       1.00000000    
   3.06728125       4.68945742       6.67816496       4.68945742       6.67816496       1.00000000    
   5.65243959       8.64301014       9.11683846       8.64301014       9.11683846       1.00000000    
   2.46785951       3.77210236       5.38011646       3.77210236       5.38011646       1.00000000    
   3.43041801       5.24537134       6.64809752       5.24537134       6.64809752       1.00000000    
   1.01437402       1.54831886       3.00733471       1.54831886       3.00733471       1.00000000    
   3.47939491       5.31876326       7.68587351       5.31876326       7.68587351       1.00000000    
  0.961121798       1.47195303       2.90106201       1.47195303       2.90106201       1.00000000    
   1.29352927       1.97649324       5.02731943       1.97649324       5.02731943       1.00000000    
   3.43804431       5.26012230       5.45115662       5.26012230       5.45115662       1.00000000    
