 177.94501 -38.40000   0.00000   0.29807
 177.94501 -38.40360   0.00000   0.29485
 177.94501 -38.40720   0.00000   0.29138
 177.94501 -38.41080   0.00000   0.28875
 177.94501 -38.41440   0.00000   0.28552
 177.94501 -38.41800   0.00000   0.28609
 177.94501 -38.42160   0.00000   0.28303
 177.94501 -38.42520   0.00000   0.28503
 177.94501 -38.42880   0.00000   0.28533
 177.94501 -38.43240   0.00000   0.28510
 177.94501 -38.43600   0.00000   0.28922
 177.94501 -38.43960   0.00000   0.29159
 177.94501 -38.44320   0.00000   0.28613
 177.94501 -38.44680   0.00000   0.28825
 177.94501 -38.45040   0.00000   0.28782
 177.94501 -38.45400   0.00000   0.28156
 177.94501 -38.45760   0.00000   0.27964
 177.94501 -38.46120   0.00000   0.27925
 177.94501 -38.46480   0.00000   0.27265
 177.94501 -38.46840   0.00000   0.26553
 177.94501 -38.47200   0.00000   0.26057
 177.94501 -38.47560   0.00000   0.26343
 177.94501 -38.47920   0.00000   0.26895
 177.94501 -38.48280   0.00000   0.27074
 177.94501 -38.48640   0.00000   0.27387
 177.94501 -38.49000   0.00000   0.27796
 177.94501 -38.49360   0.00000   0.27963
 177.94501 -38.49720   0.00000   0.28227
 177.94501 -38.50080   0.00000   0.28371
 177.94501 -38.50440   0.00000   0.28850
 177.94501 -38.50800   0.00000   0.28993
 177.94501 -38.51160   0.00000   0.28965
 177.94501 -38.51520   0.00000   0.29302
 177.94501 -38.51880   0.00000   0.28969
 177.94501 -38.52240   0.00000   0.28039
 177.94501 -38.52600   0.00000   0.28542
 177.94501 -38.52960   0.00000   0.28464
 177.94501 -38.53320   0.00000   0.28808
 177.94501 -38.53680   0.00000   0.28758
 177.94501 -38.54040   0.00000   0.28676
 177.94501 -38.54400   0.00000   0.28218
 177.94501 -38.54760   0.00000   0.28180
 177.94501 -38.55120   0.00000   0.28463
 177.94501 -38.55480   0.00000   0.28506
 177.94501 -38.55840   0.00000   0.28615
 177.94501 -38.56200   0.00000   0.28919
 177.94501 -38.56560   0.00000   0.29304
 177.94501 -38.56920   0.00000   0.28874
 177.94501 -38.57280   0.00000   0.28868
 177.94501 -38.57640   0.00000   0.28853
 177.94501 -38.58000   0.00000   0.28834
 177.94501 -38.58360   0.00000   0.28803
 177.94501 -38.58720   0.00000   0.28629
 177.94501 -38.59080   0.00000   0.28806
 177.94501 -38.59440   0.00000   0.28787
 177.94501 -38.59800   0.00000   0.28857
 177.94501 -38.60160   0.00000   0.28856
 177.94501 -38.60520   0.00000   0.29270
 177.95041 -38.40000   0.00000   0.29702
 177.95041 -38.40360   0.00000   0.29842
 177.95041 -38.40720   0.00000   0.29934
 177.95041 -38.41080   0.00000   0.29143
 177.95041 -38.41440   0.00000   0.28353
 177.95041 -38.41800   0.00000   0.28557
 177.95041 -38.42160   0.00000   0.28267
 177.95041 -38.42520   0.00000   0.28724
 177.95041 -38.42880   0.00000   0.28805
 177.95041 -38.43240   0.00000   0.28720
 177.95041 -38.43600   0.00000   0.28743
 177.95041 -38.43960   0.00000   0.28935
 177.95041 -38.44320   0.00000   0.28867
 177.95041 -38.44680   0.00000   0.28868
 177.95041 -38.45040   0.00000   0.28890
 177.95041 -38.45400   0.00000   0.28131
 177.95041 -38.45760   0.00000   0.27910
 177.95041 -38.46120   0.00000   0.27758
 177.95041 -38.46480   0.00000   0.27180
 177.95041 -38.46840   0.00000   0.25855
 177.95041 -38.47200   0.00000   0.25463
 177.95041 -38.47560   0.00000   0.25021
 177.95041 -38.47920   0.00000   0.25260
 177.95041 -38.48280   0.00000   0.25894
 177.95041 -38.48640   0.00000   0.26266
 177.95041 -38.49000   0.00000   0.27193
 177.95041 -38.49360   0.00000   0.27719
 177.95041 -38.49720   0.00000   0.27927
 177.95041 -38.50080   0.00000   0.28545
 177.95041 -38.50440   0.00000   0.28937
 177.95041 -38.50800   0.00000   0.29178
 177.95041 -38.51160   0.00000   0.29403
 177.95041 -38.51520   0.00000   0.28987
 177.95041 -38.51880   0.00000   0.28762
 177.95041 -38.52240   0.00000   0.28503
 177.95041 -38.52600   0.00000   0.28047
 177.95041 -38.52960   0.00000   0.28323
 177.95041 -38.53320   0.00000   0.29093
 177.95041 -38.53680   0.00000   0.28939
 177.95041 -38.54040   0.00000   0.28719
 177.95041 -38.54400   0.00000   0.28158
 177.95041 -38.54760   0.00000   0.28174
 177.95041 -38.55120   0.00000   0.28259
 177.95041 -38.55480   0.00000   0.28375
 177.95041 -38.55840   0.00000   0.28367
 177.95041 -38.56200   0.00000   0.29112
 177.95041 -38.56560   0.00000   0.28862
 177.95041 -38.56920   0.00000   0.28917
 177.95041 -38.57280   0.00000   0.29219
 177.95041 -38.57640   0.00000   0.28733
 177.95041 -38.58000   0.00000   0.28625
 177.95041 -38.58360   0.00000   0.28610
 177.95041 -38.58720   0.00000   0.28563
 177.95041 -38.59080   0.00000   0.28920
 177.95041 -38.59440   0.00000   0.28560
 177.95041 -38.59800   0.00000   0.28798
 177.95041 -38.60160   0.00000   0.28641
 177.95041 -38.60520   0.00000   0.29255
 177.95581 -38.40000   0.00000   0.29565
 177.95581 -38.40360   0.00000   0.29600
 177.95581 -38.40720   0.00000   0.29887
 177.95581 -38.41080   0.00000   0.29380
 177.95581 -38.41440   0.00000   0.28821
 177.95581 -38.41800   0.00000   0.28661
 177.95581 -38.42160   0.00000   0.28795
 177.95581 -38.42520   0.00000   0.29149
 177.95581 -38.42880   0.00000   0.28989
 177.95581 -38.43240   0.00000   0.28971
 177.95581 -38.43600   0.00000   0.28700
 177.95581 -38.43960   0.00000   0.28879
 177.95581 -38.44320   0.00000   0.28657
 177.95581 -38.44680   0.00000   0.28761
 177.95581 -38.45040   0.00000   0.28306
 177.95581 -38.45400   0.00000   0.27608
 177.95581 -38.45760   0.00000   0.27692
 177.95581 -38.46120   0.00000   0.27230
 177.95581 -38.46480   0.00000   0.25855
 177.95581 -38.46840   0.00000   0.24098
 177.95581 -38.47200   0.00000   0.23121
 177.95581 -38.47560   0.00000   0.22437
 177.95581 -38.47920   0.00000   0.22447
 177.95581 -38.48280   0.00000   0.23126
 177.95581 -38.48640   0.00000   0.24414
 177.95581 -38.49000   0.00000   0.25524
 177.95581 -38.49360   0.00000   0.27085
 177.95581 -38.49720   0.00000   0.27270
 177.95581 -38.50080   0.00000   0.28166
 177.95581 -38.50440   0.00000   0.28974
 177.95581 -38.50800   0.00000   0.29122
 177.95581 -38.51160   0.00000   0.29175
 177.95581 -38.51520   0.00000   0.28768
 177.95581 -38.51880   0.00000   0.28856
 177.95581 -38.52240   0.00000   0.28518
 177.95581 -38.52600   0.00000   0.28084
 177.95581 -38.52960   0.00000   0.28670
 177.95581 -38.53320   0.00000   0.29364
 177.95581 -38.53680   0.00000   0.29181
 177.95581 -38.54040   0.00000   0.28792
