# -38.504280 178.050140 1 2 1 
-38.487515 178.054208 0.2728
-38.502701 178.197784 0.7784
-38.489433 178.083464 0.5616
-38.479328 178.106522 0.6120
-38.486472 178.051260 0.3228
-38.495813 178.021082 0.4988
-38.452900 178.048904 0.7160
-38.488934 178.125366 0.6932
-38.519020 178.037333 0.5608
-38.519199 178.065666 0.7448
-38.486785 178.032093 0.6088
-38.466801 178.112976 0.5340
-38.500149 178.078055 0.6800
-38.485626 178.047707 0.4428
-38.496123 178.042746 0.4940
-38.514129 178.019801 0.5816
-38.499969 178.017624 0.4184
-38.513734 178.038397 0.4512
-38.483631 178.141357 0.7308
-38.480517 178.060053 0.4568
-38.479802 178.047242 0.5076
-38.437901 178.037659 0.7040
-38.504332 178.065493 0.5507
-38.516227 178.042169 0.5855
-38.487132 178.064079 0.6672
-38.509319 178.037206 0.4284
-38.499750 178.084741 0.7628
-38.528589 178.060710 0.7832
-38.500775 178.026732 0.4616
-38.485632 178.043812 0.4628
-38.513454 178.061320 0.5960
-38.490290 178.037699 0.6040
-38.503659 178.080365 0.6980
-38.490645 178.025270 0.5960
-38.495271 178.066174 0.4204
-38.504966 178.018247 0.3896
-38.510571 178.151382 0.7192
-38.508208 178.072022 0.6508
-38.522141 178.160507 0.8388
-38.508924 178.026314 0.5252
-38.513600 178.031053 0.4536
-38.421322 178.020828 0.8688
-38.508146 178.066403 0.6113
-38.509400 178.031986 0.4664
-38.508916 178.083508 0.7916
-38.498771 178.074120 0.5652
-38.508761 178.077539 0.7544
-38.431911 178.047470 0.7228
-38.491204 178.033604 0.6084
-38.518243 178.080624 0.8060
-38.500766 178.073596 0.6692
-38.495435 178.055542 0.2728
-38.513443 178.066557 0.6670
-38.512235 178.072397 0.7324
-38.496006 178.027076 0.5628
-38.493957 178.083783 0.6580
-38.491072 178.072055 0.8632
-38.516251 178.227188 0.8520
-38.504024 178.082740 0.7396
-38.513763 178.083644 0.7528
-38.501020 178.075320 0.6916
-38.519939 178.236252 0.9792
-38.500177 178.066610 0.4816
-38.483829 178.158875 0.8124
-38.479815 178.085353 0.5164
-38.494797 178.061123 0.3144
-38.509752 178.018786 0.4824
-38.518146 178.071667 0.7660
-38.519588 178.186493 0.8920
-38.469601 178.030518 0.7480
-38.493411 178.045696 0.5140
-38.495776 178.076327 0.6024
-38.513054 178.078425 0.8168
-38.504998 178.031129 0.3624
-38.537331 178.227615 0.7268
-38.537800 178.195724 1.0076
-38.525704 178.053114 0.7904
-38.512224 178.026819 0.6348
-38.473511 178.090424 0.5668
-38.516513 178.054315 0.6740
-38.525279 178.068730 0.8068
-38.518272 178.084936 0.8524
-38.511681 178.170303 0.7944
-38.515940 178.025646 0.5780
-38.493061 178.050048 0.4900
-38.507671 178.120667 0.7156
-38.500384 178.038106 0.4667
-38.494697 178.070488 0.4496
-38.491718 178.074509 0.5188
-38.499001 178.095886 0.7820
-38.504599 178.026162 0.9820
# -38.563938 178.198074 1 2 1 
-38.487515 178.054208 0.7284
-38.486945 178.058625 0.7660
-38.489433 178.083464 0.8028
-38.479328 178.106522 0.7560
-38.486472 178.051260 0.7980
-38.452900 178.048904 0.8932
-38.503910 178.048413 0.8060
-38.519020 178.037333 0.9444
-38.519199 178.065666 0.9804
-38.466801 178.112976 0.7064
-38.500149 178.078055 0.9100
-38.485626 178.047707 0.7252
-38.504848 178.061885 0.9364
-38.486364 178.062479 0.7840
-38.502753 178.044138 0.9628
-38.514129 178.019801 0.9404
-38.500341 178.053903 1.0144
-38.499969 178.017624 0.8632
-38.513734 178.038397 0.9440
-38.483631 178.141357 0.8076
-38.480517 178.060053 0.8716
-38.492439 178.055470 0.7776
-38.437901 178.037659 0.8552
-38.504332 178.065493 0.9296
-38.516227 178.042169 0.9320
-38.529984 178.171143 1.1488
-38.509319 178.037206 0.9996
