   1.89714098       0.00000000       6.95432901       0.00000000       0.00000000       0.00000000    
   12.8486395       0.00000000       16.5064735       0.00000000       0.00000000       0.00000000    
   3.33590388       0.00000000       5.93999958       0.00000000       0.00000000       0.00000000    
   5.63698959       0.00000000       9.21076775       0.00000000       0.00000000       0.00000000    
   1.98155224       0.00000000       6.13863754       0.00000000       0.00000000       0.00000000    
   2.69816828       0.00000000       5.40931892       0.00000000       0.00000000       0.00000000    
   5.71536970       0.00000000       7.98235989       0.00000000       0.00000000       0.00000000    
   6.76420546       0.00000000       9.75794220       0.00000000       0.00000000       0.00000000    
   1.98094940       0.00000000       3.53236341       0.00000000       0.00000000       0.00000000    
   2.13877773       0.00000000       2.87161350       0.00000000       0.00000000       0.00000000    
   2.50004554       0.00000000       4.10651350       0.00000000       0.00000000       0.00000000    
   6.87557411       0.00000000       12.8756075       0.00000000       0.00000000       0.00000000    
   2.47149491       0.00000000       3.63455129       0.00000000       0.00000000       0.00000000    
   2.08566880       0.00000000       4.71018267       0.00000000       0.00000000       0.00000000    
   1.11240840       0.00000000       2.25183892       0.00000000       0.00000000       0.00000000    
   2.85804152       0.00000000       4.91410160       0.00000000       0.00000000       0.00000000    
   2.87049866       0.00000000       6.86065674       0.00000000       0.00000000       0.00000000    
   1.46703327       0.00000000       3.25140357       0.00000000       0.00000000       0.00000000    
   8.26354694       0.00000000       11.3075361       0.00000000       0.00000000       0.00000000    
   2.78036523       0.00000000       6.08661366       0.00000000       0.00000000       0.00000000    
   2.73362923       0.00000000       5.38540030       0.00000000       0.00000000       0.00000000    
   7.46025896       0.00000000       10.5969591       0.00000000       0.00000000       0.00000000    
   1.33490491       0.00000000       2.42401457       0.00000000       0.00000000       0.00000000    
   1.49943745       0.00000000       2.56095219       0.00000000       0.00000000       0.00000000    
   2.25865102       0.00000000       3.38526821       0.00000000       0.00000000       0.00000000    
   1.25853467       0.00000000       2.93775582       0.00000000       0.00000000       0.00000000    
   3.05271816       0.00000000       4.00199032       0.00000000       0.00000000       0.00000000    
   2.85557508       0.00000000       3.64603543       0.00000000       0.00000000       0.00000000    
   2.07422805       0.00000000       4.49356174       0.00000000       0.00000000       0.00000000    
   2.14697909       0.00000000       4.63910770       0.00000000       0.00000000       0.00000000    
   1.41051853       0.00000000       2.36664176       0.00000000       0.00000000       0.00000000    
   1.89531291       0.00000000       3.13793540       0.00000000       0.00000000       0.00000000    
   2.63145590       0.00000000       3.76999402       0.00000000       0.00000000       0.00000000    
   2.64279819       0.00000000       4.43422508       0.00000000       0.00000000       0.00000000    
   1.71835506       0.00000000       4.08742905       0.00000000       0.00000000       0.00000000    
   2.77545524       0.00000000       7.12385845       0.00000000       0.00000000       0.00000000    
   8.83661652       0.00000000       12.2867298       0.00000000       0.00000000       0.00000000    
   1.95266402       0.00000000       3.00040579       0.00000000       0.00000000       0.00000000    
   9.80526733       0.00000000       11.6896362       0.00000000       0.00000000       0.00000000    
   2.13636041       0.00000000       4.06770802       0.00000000       0.00000000       0.00000000    
   1.95632815       0.00000000       4.31289291       0.00000000       0.00000000       0.00000000    
   9.57158947       0.00000000       11.0170231       0.00000000       0.00000000       0.00000000    
   1.47837174       0.00000000       2.41840625       0.00000000       0.00000000       0.00000000    
   1.67986679       0.00000000       3.60177279       0.00000000       0.00000000       0.00000000    
   2.94916224       0.00000000       3.72557139       0.00000000       0.00000000       0.00000000    
   2.17531395       0.00000000       3.84875107       0.00000000       0.00000000       0.00000000    
   2.43561006       0.00000000       3.22853923       0.00000000       0.00000000       0.00000000    
   8.05081654       0.00000000       11.1383734       0.00000000       0.00000000       0.00000000    
   2.04587889       0.00000000       3.36272025       0.00000000       0.00000000       0.00000000    
   3.07345057       0.00000000       3.81321406       0.00000000       0.00000000       0.00000000    
   2.07713509       0.00000000       3.10390782       0.00000000       0.00000000       0.00000000    
   1.09055519       0.00000000       3.99763632       0.00000000       0.00000000       0.00000000    
   1.75403202       0.00000000       2.62973309       0.00000000       0.00000000       0.00000000    
   2.12915611       0.00000000       2.90709472       0.00000000       0.00000000       0.00000000    
   2.20874977       0.00000000       3.92457318       0.00000000       0.00000000       0.00000000    
   3.14507508       0.00000000       4.77974939       0.00000000       0.00000000       0.00000000    
   2.40696144       0.00000000       2.78841686       0.00000000       0.00000000       0.00000000    
   15.4614210       0.00000000       18.1472073       0.00000000       0.00000000       0.00000000    
   2.83633566       0.00000000       3.83495903       0.00000000       0.00000000       0.00000000    
